# Simulation 1 (Up to date)
# 923 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0
7.548,780.699,45.628,-12.225
7.598,782.965,45.016,-12.232
7.648,785.201,44.407,-12.107
7.698,787.406,43.804,-12.028
7.748,789.581,43.206,-11.891
7.788,791.288,42.735,-11.85
7.832,793.158,42.211,-11.972
7.869,794.694,41.772,-11.972
7.894,795.758,41.467,-11.876
7.933,797.34,41.014,-11.772
7.983,799.376,40.429,-11.634
8.033,801.383,39.85,-11.501
8.056,802.311,39.582,-11.484
8.081,803.303,39.292,-11.542
8.119,804.777,38.855,-11.621
8.169,806.705,38.273,-11.653
8.194,807.662,37.981,-11.635
8.218,808.569,37.703,-11.548
8.254,809.917,37.291,-11.386
8.304,811.767,36.726,-11.235
8.331,812.771,36.418,-11.21
8.359,813.778,36.107,-11.212
8.395,815.064,35.704,-11.238
8.445,816.835,35.141,-11.287
8.495,818.578,34.576,-11.328
8.525,819.619,34.233,-11.297
8.556,820.687,33.88,-11.228
8.602,822.22,33.371,-11.098
8.652,823.874,32.822,-10.899
8.677,824.695,32.548,-10.885
8.704,825.55,32.261,-10.891
8.736,826.601,31.904,-10.891
8.779,827.95,31.439,-10.943
8.829,829.509,30.89,-11.03
8.869,830.743,30.446,-11.032
8.902,831.723,30.089,-10.969
8.946,833.054,29.602,-10.901
8.996,834.52,29.06,-10.764
9.046,835.96,28.525,-10.66
9.094,837.316,28.015,-10.597
9.131,838.348,27.622,-10.612
9.181,839.716,27.089,-10.685
9.231,841.057,26.554,-10.72
9.281,842.372,26.019,-10.676
9.331,843.659,25.486,-10.63
9.381,844.92,24.955,-10.611
9.431,846.155,24.426,-10.513
9.481,847.363,23.904,-10.399
9.531,848.545,23.386,-10.33
9.576,849.574,22.928,-10.267
9.61,850.349,22.579,-10.241
9.643,851.093,22.238,-10.274
9.692,852.172,21.733,-10.321
9.742,853.246,21.215,-10.397
9.792,854.293,20.693,-10.509
9.827,855.005,20.328,-10.498
9.861,855.697,19.968,-10.446
9.904,856.539,19.525,-10.364
9.954,857.502,19.008,-10.287
10.004,858.44,18.497,-10.18
